IDSant (2-3s) [A],IDSant (2-3s) [A],"IDSdep (+3, +4s) [A]","IDSdep (+3, +4s) [A]",delIDS [A],delIDS [A],RatioIDS,RatioIDS
8.327233847429519e-06,1.3879118749932433e-06,8.632787960199006e-06,1.584474887465052e-06,3.055541127694876e-07,2.93920071567005e-07,1.0349902790058616,0.029455470611454558
7.892661691542286e-06,3.2913670667346534e-06,7.674154361525711e-06,3.131376800888284e-06,-2.1850733001657484e-07,1.6345997834213747e-07,0.974410626432474,0.008684606816343704
7.64283746268657e-06,3.12393128921665e-06,7.48245016583748e-06,2.992217858467593e-06,-1.6038729684909278e-07,1.3302883671739626e-07,0.9811092235090508,0.007942061203863387
7.597585422885575e-06,3.0711360607561883e-06,7.5360854394693214e-06,2.9363292423129454e-06,-6.149998341625465e-08,1.3839340748449227e-07,0.9953729412973251,0.013295081377552318
7.87548199004975e-06,3.371981780844959e-06,7.642008689883918e-06,3.1581623544306634e-06,-2.3347330016583208e-07,2.1382311701649848e-07,0.9741719100995962,0.013491864933419476
7.616524394693202e-06,3.157231524695507e-06,7.487175572139306e-06,2.9981757082611885e-06,-1.2934882255389522e-07,1.590707169826265e-07,0.9865644825138654,0.013017290535053157
7.5603401160862395e-06,3.0519810194544103e-06,7.515603747927035e-06,2.9638864514091836e-06,-4.473636815920392e-08,1.0469252263364611e-07,0.9961603528140953,0.011411803948832885
7.815303963515754e-06,3.3296160568384615e-06,7.582264941956888e-06,3.1327391290004655e-06,-2.3303902155886715e-07,1.9728827287777452e-07,0.9735287710686961,0.012366617240152072
7.5698491376451145e-06,3.1479185174026067e-06,7.4433854063018296e-06,3.011348950520197e-06,-1.2646373134328603e-07,1.3871504868381285e-07,0.986029112399136,0.010193025554863386
7.5364190547263725e-06,3.106291061518282e-06,7.491721873963516e-06,2.982650054456645e-06,-4.469718076285778e-08,1.3572289976023069e-07,0.9979882743647351,0.018257179219300163
7.731979751243783e-06,3.3186458217263227e-06,7.533650547263683e-06,3.0984632628264784e-06,-1.9832920398010092e-07,2.2055491343040024e-07,0.9789103163386409,0.015941104087717716
7.483358905472638e-06,3.0882011919892164e-06,7.420750398009948e-06,2.966870863622662e-06,-6.260850746268888e-08,1.2155067980997266e-07,0.9949234563279421,0.012314501000303674
7.45987300165838e-06,3.0588087299463087e-06,7.42231129353234e-06,2.9045796541463133e-06,-3.756170812603922e-08,1.5540436009535218e-07,0.999597453644674,0.01695982925308127
6.977222868988388e-06,2.741391444034031e-06,7.0733808291873964e-06,2.8046932302609643e-06,9.615796019900841e-08,7.434709898493241e-08,1.013102618243267,0.00710575561572693
7.087258059701496e-06,2.815283889904693e-06,7.204924610281928e-06,2.808959441141619e-06,1.1766655058043048e-07,6.415276137704471e-08,1.0188006454040417,0.014937394497603809
7.291002139303482e-06,2.9740912227105986e-06,7.299423366500829e-06,2.879059862303771e-06,8.421227197347476e-09,9.768650763981062e-08,1.0046820506706255,0.014182468108677848
8.155181608623546e-06,3.4659651038808957e-06,8.07436245439469e-06,3.446987842827133e-06,-8.081915422885781e-08,1.929259957558284e-08,0.9895839674198438,0.0019507557335261558
7.776045555555559e-06,3.241277643967653e-06,7.788716915422886e-06,3.2645402857603643e-06,1.2671359867326594e-08,2.3266805429215463e-08,1.0010410687722835,0.002127574289005736
7.724567412935325e-06,3.2377871415470753e-06,7.82574520729685e-06,3.2441904420293917e-06,1.0117779436152551e-07,3.02244208219132e-08,1.0141711144152128,0.005850045979512187
8.142155456053069e-06,3.5583809549768537e-06,8.042318341625206e-06,3.520300563970592e-06,-9.98371144278618e-08,4.030495723593174e-08,0.9876179020332175,0.0020682763941604477
7.793580978441123e-06,3.2892450259005717e-06,7.813684892205637e-06,3.2733805471672197e-06,2.0103913764512593e-08,4.816873851802214e-08,1.0036298399658976,0.008791967762322704
7.75167228855721e-06,3.231776772884469e-06,7.79666456053068e-06,3.261140002604682e-06,4.499227197346731e-08,2.9366417314388448e-08,1.0054557287138322,0.001257710189961913
8.060346268656722e-06,3.4899055578898805e-06,8.01701207296849e-06,3.42776768554077e-06,-4.3334195688232615e-08,7.215858139065806e-08,0.9962457135718311,0.008688332893965214
7.743406185737977e-06,3.261450052839452e-06,7.74520587064677e-06,3.2566109326770666e-06,1.7996849087913672e-09,1.2574250627682702e-08,1.0003641033479374,0.0018961208245051849
7.723953897180763e-06,3.315671056303084e-06,7.776261393034828e-06,3.2955219875131566e-06,5.2307495854064825e-08,2.612852905180409e-08,1.008151913453112,0.005232955494135577
8.033915704809287e-06,3.537204590644128e-06,7.921980099502488e-06,3.4713383144012425e-06,-1.1193560530679905e-07,7.06122330934923e-08,0.986770233340502,0.0050229860480090665
7.695168126036484e-06,3.1762249178770033e-06,7.64521129353234e-06,3.233202127031828e-06,-4.995683250414461e-08,7.82746313824431e-08,0.9912132192086184,0.011201499252023394
7.652903117744616e-06,3.226007450000721e-06,7.655512371475958e-06,3.2383583123514155e-06,2.609253731343409e-09,2.5957823766738158e-08,0.9998487123188236,0.004423906848972546
6.964291194029851e-06,2.791655893394217e-06,7.0895116252072975e-06,2.800043945515947e-06,1.252204311774471e-07,3.099437636566073e-08,1.0196613552969265,0.008911260600284958
7.210562056384745e-06,2.885542689130683e-06,7.265657645107794e-06,2.9206369884368665e-06,5.509558872304899e-08,4.576932251258563e-08,1.0070523082543763,0.005874378295561572
7.4699543946932024e-06,3.1282102730244935e-06,7.47683447761194e-06,3.108975428905886e-06,6.880082918738785e-09,2.0549641472308162e-08,1.0017252456511077,0.003319952160561136
7.904976434494194e-06,3.3404912622362624e-06,7.91480373134328e-06,3.2699681070422975e-06,9.827296849086092e-09,7.069010740067215e-08,1.00367270223695,0.008633119417716374
7.601875140961862e-06,3.1238369389085504e-06,7.6090906633499206e-06,3.0461528084848286e-06,7.215522388059839e-09,7.930441436733045e-08,1.0035509410234356,0.009604237748691848
7.585684112769488e-06,3.08353812671605e-06,7.4969015257048115e-06,2.9509411780010436e-06,-8.878258706467641e-08,1.3364646671625572e-07,0.9914093369857753,0.01154333285550303
7.917671625207296e-06,3.412693838109385e-06,7.927672338308458e-06,3.367404002226187e-06,1.0000713101161976e-08,6.696239871615357e-08,1.0027025826406493,0.008807759297306707
7.62872393034826e-06,3.1776141434279046e-06,7.595629004975128e-06,3.113396943020536e-06,-3.3094925373131134e-08,7.053090810813665e-08,0.9972258709048356,0.006921427798529172
7.5499805472636835e-06,3.0933325454240483e-06,7.4910688225538985e-06,2.9654306374264854e-06,-5.891172470978471e-08,1.2897820328995566e-07,0.9955759940436875,0.012424355686917478
7.844504228855722e-06,3.382305358117673e-06,7.845293946932005e-06,3.3466689429991896e-06,7.897180762820504e-10,4.034853648423044e-08,1.0012288127886173,0.004663020319208674
7.5638198175787815e-06,3.173771164878017e-06,7.567733333333336e-06,3.1134612896153173e-06,3.913515754555671e-09,6.077861773994394e-08,1.0026079210480523,0.0074744251841898125
7.530960082918745e-06,3.189172669082187e-06,7.4501079436152624e-06,3.0135022989678174e-06,-8.085213930348196e-08,1.7910597637535106e-07,0.9940231852098561,0.017147310507074857
7.774224378109453e-06,3.3458903961427677e-06,7.812301990049752e-06,3.2793586402994056e-06,3.807761194029795e-08,6.748792479458429e-08,1.007687262165261,0.009727246823944108
7.4287365505804365e-06,3.118167180885445e-06,7.498402205638476e-06,3.0700571726341576e-06,6.966565505804009e-08,4.9742126437783457e-08,1.0121502430686806,0.010548549360497412
7.418140199004976e-06,3.1129968287769706e-06,7.44607525704809e-06,2.9839131643305896e-06,2.7935058043114073e-08,1.2908623098414774e-07,1.0087003620693547,0.017853603497416038
6.982323316749586e-06,2.7494568934642544e-06,7.055330646766169e-06,2.764826320214209e-06,7.300733001658331e-08,1.6565043514370032e-08,1.0109563859677868,0.002353346949277012
7.075397313432837e-06,2.8534706871222416e-06,7.135516533996685e-06,2.787835386188785e-06,6.011922056384814e-08,6.563608816944711e-08,1.0116771363965187,0.01196564067666747
7.271846235489222e-06,3.011586858011127e-06,7.2777752072968516e-06,2.949593503221996e-06,5.928971807631062e-09,6.238658785191216e-08,1.0031228960446354,0.008704921272066526
7.519496932006636e-06,3.0968722471430437e-06,7.775552520729685e-06,3.2092081846645953e-06,2.560555887230497e-07,1.1479249270402944e-07,1.0339346819394397,0.004020664577730884
7.278013897180761e-06,2.922916123172344e-06,7.733660431177447e-06,3.1488571195194887e-06,4.556465339966858e-07,2.2984271724717147e-07,1.061357449817258,0.008374085487842143
7.230883366500832e-06,2.828627836755231e-06,8.121690182421228e-06,3.3518768944182105e-06,8.908068159203972e-07,5.297492144715817e-07,1.1178107452248025,0.024212396965597103
7.46427983416252e-06,3.0995062885893317e-06,7.78213368159204e-06,3.254771605068936e-06,3.1785384742951874e-07,1.5705288191565618e-07,1.0416766580252508,0.0056280954228052765
7.257057446102821e-06,2.897566653121127e-06,7.763413101160863e-06,3.199335086803321e-06,5.063556550580431e-07,3.100229546962912e-07,1.0667773669599638,0.01591217238828656
7.190218872305144e-06,2.820379722098544e-06,8.116313233830844e-06,3.382814295568362e-06,9.260943615257019e-07,5.722404978130316e-07,1.1226938272287195,0.0288422834289867
7.432075804311774e-06,3.071643782237415e-06,7.76460054726368e-06,3.227941599697638e-06,3.32524742951906e-07,1.5636450125208868e-07,1.044070260209974,0.0026950268040198747
7.210303366500828e-06,2.951662482128562e-06,7.75089709784411e-06,3.2718131948200663e-06,5.405937313432822e-07,3.201797929628046e-07,1.0715378530691242,0.01263222388962765
7.153940878938638e-06,2.796984569270559e-06,8.117817280265339e-06,3.510471298130887e-06,9.638764013267002e-07,7.192180952371821e-07,1.1238665633990552,0.043266833987145724
7.368577694859039e-06,3.0043768992192377e-06,7.69637575456053e-06,3.1859218123984945e-06,3.277980597014924e-07,1.8602463312950143e-07,1.0430649791580968,0.008220603095537023
7.1742846434494225e-06,2.853077033699889e-06,7.72482281923715e-06,3.1959272089838904e-06,5.505381757877293e-07,3.4359710599930847e-07,1.072609431527975,0.015694475296873445
7.119106252072967e-06,2.779831617075782e-06,8.142646998341624e-06,3.5129717324366608e-06,1.0235407462686556e-06,7.367671030348936e-07,1.132855292628123,0.042730834929082445
6.92406353233831e-06,2.667226086971779e-06,7.325302023217245e-06,2.9365553034300333e-06,4.0123849087893463e-07,2.7474663165785317e-07,1.0542856572716823,0.016395478350114748
6.973269684908793e-06,2.6481105086779123e-06,7.595133946932009e-06,3.1430367764547163e-06,6.218642620232164e-07,5.000496216743851e-07,1.0808346322420646,0.03417009305643064
7.047463084577116e-06,2.7804993484324976e-06,8.025689734660036e-06,3.513242965858264e-06,9.782266500829196e-07,7.361919442110358e-07,1.1272220299601206,0.04475130190445993
9.087444610281923e-06,3.0082009601047313e-06,8.891334543946936e-06,3.050404095450657e-06,-1.9611006633498785e-07,4.420105784510337e-08,0.9751548450153263,0.014806786247952888
8.672069601990052e-06,2.9317314847714138e-06,8.547385456053074e-06,3.0082626353605994e-06,-1.2468414593697964e-07,7.729727052999199e-08,0.9817095427910552,0.017401063869602156
8.537796782752905e-06,2.9406805392898884e-06,8.533942106135991e-06,3.0447218350004506e-06,-3.854676616915419e-09,1.105538154088344e-07,0.9960474443219495,0.015369397225525895
9.101004742951908e-06,3.0642052421776596e-06,8.86968671641791e-06,3.100294975900814e-06,-2.313180265339979e-07,4.7230079165678085e-08,0.9710787213559037,0.015646082991552866
8.658568988391385e-06,2.9550231807503165e-06,8.55378938640133e-06,3.0296212742998442e-06,-1.0477960199005474e-07,7.683787199563267e-08,0.9842479792698384,0.016047601486023844
8.571068822553903e-06,2.9439311125993996e-06,8.510457014925378e-06,3.0008865758502953e-06,-6.061180762852588e-08,5.94362110017203e-08,0.9901837118566892,0.012485153696855494
9.059136252072971e-06,2.9790862664941204e-06,8.841833366500835e-06,3.0110462755287056e-06,-2.1730288557213638e-07,3.202135180688458e-08,0.9728402752129899,0.014568241679638943
8.669757280265345e-06,2.9056860670591936e-06,8.498356484245444e-06,3.000167226434116e-06,-1.714007960199021e-07,1.035508799077757e-07,0.9754154476098785,0.021605696218024033
8.555509121061365e-06,2.9448043018076247e-06,8.449507097844117e-06,3.0442536529503187e-06,-1.060020232172476e-07,1.0408999790671722e-07,0.9830432512917869,0.019909666675466984
9.005817263681595e-06,2.9232284384580698e-06,8.771177529021563e-06,3.014020493038345e-06,-2.3463973466002986e-07,9.385800573802964e-08,0.9689877137283,0.022919701658211042
8.616321094527366e-06,2.8670799009424923e-06,8.44521809286899e-06,2.958003252803297e-06,-1.711030016583777e-07,1.0304451441796718e-07,0.9755197350892583,0.020966767223401763
8.574132039801e-06,2.849798119545712e-06,8.419814245439476e-06,2.9422755350166663e-06,-1.5431779436152275e-07,9.900095166909682e-08,0.9771654947767129,0.022882455429237995
7.705446467661691e-06,2.6487241687555603e-06,7.826652205638474e-06,2.722649713780267e-06,1.2120573797678233e-07,7.413815935978446e-08,1.0144762092041626,0.0056646228538308864
8.010092703150916e-06,2.6981822237653636e-06,8.03397535655058e-06,2.785537176336094e-06,2.3882653399663564e-08,9.457255844087113e-08,1.0003399340560533,0.012022761095667408
8.311675273631842e-06,2.793614919299343e-06,8.172162703150915e-06,2.838931513810396e-06,-1.3951257048092812e-07,4.658718087980263e-08,0.9800212988456467,0.014613809742002156
9.474270248756217e-06,3.1035180528091357e-06,9.450408524046434e-06,3.1254585879998896e-06,-2.386172470978519e-08,3.980132189322763e-08,0.9967424267026553,0.0043284608293463886
8.988560281923718e-06,3.0002755771366863e-06,9.046877645107796e-06,3.0796312873753353e-06,5.831736318407924e-08,7.988027891840944e-08,1.0046302950981179,0.008349898635176833
8.953706932006634e-06,3.039942506268546e-06,9.094441194029847e-06,3.193511488717966e-06,1.4073426202321227e-07,1.5362848898030985e-07,1.0122555845861754,0.015494344434694335
9.467254378109456e-06,3.097901743556538e-06,9.407707147595358e-06,3.174126014312716e-06,-5.954723051409781e-08,7.772084705490677e-08,0.9909541544179935,0.01263436736242098
8.968968175787728e-06,3.0139013258254625e-06,9.031594825870648e-06,3.102883233000851e-06,6.262665008291855e-08,8.940506538429098e-08,1.004843034031106,0.009558086552968904
8.929746384742952e-06,3.0532719586325233e-06,9.040074859038142e-06,3.196534910533609e-06,1.1032847429518948e-07,1.4474294352735498e-07,1.0089615238501304,0.014888434685187552
9.440999270315094e-06,3.084865104076029e-06,9.438608938640135e-06,3.1545490993806748e-06,-2.3903316749589914e-09,6.996275657365358e-08,0.9976687216754411,0.00971840338340283
8.953806169154232e-06,2.957891630385744e-06,9.010522570480927e-06,3.042298200629457e-06,5.671640132669417e-08,8.445209473267061e-08,1.0042937820572675,0.009313052094915607
8.93749479270315e-06,2.971533648547589e-06,9.053874759535655e-06,3.1467151946169417e-06,1.1637996683250473e-07,1.753439198323778e-07,1.0087339402236422,0.019423316061416826
9.391595389718075e-06,2.998732429800059e-06,9.361821326699833e-06,3.070820665140892e-06,-2.9774063018242568e-08,7.319525093698044e-08,0.9944736599879983,0.011390251776013504
8.863598374792708e-06,2.9305333706561984e-06,8.940183615257053e-06,3.012293438215723e-06,7.658524046434381e-08,8.182335268802081e-08,1.0068827693129296,0.008010928047369536
8.909958540630184e-06,2.935077706166863e-06,9.016965008291873e-06,3.0465358790360974e-06,1.0700646766168958e-07,1.115018461021089e-07,1.0096282079826315,0.010993854323546173
7.724208192371475e-06,2.668833184676123e-06,7.873091857379768e-06,2.727740038575986e-06,1.4888366500829293e-07,6.191890725395531e-08,1.019103163048633,0.0022625583427796614
8.16028064676617e-06,2.7223565515814716e-06,8.246297230514097e-06,2.797191702513053e-06,8.601658374792721e-08,7.521613410856379e-08,1.0089826073022417,0.007007488623704473
8.625395439469326e-06,2.8585768528505138e-06,8.628341791044781e-06,2.9435421780649253e-06,2.946351575454949e-09,1.074419991599253e-07,0.9979014949498642,0.012317058355421327
9.116919170812603e-06,3.053856911663209e-06,9.090309237147597e-06,3.0090719967584386e-06,-2.6609933665006645e-08,4.530752757522381e-08,0.9981767458671905,0.004905691056538465
8.678139684908797e-06,2.9491473773221424e-06,8.63209635157546e-06,2.928366727957072e-06,-4.6043333333336715e-08,2.9538283056386643e-08,0.9947732093477578,0.002128232986410586
8.588960928689894e-06,2.996589125304228e-06,8.404057844112771e-06,2.896608978852534e-06,-1.849030845771231e-07,1.0174272137435025e-07,0.9798156376158658,0.006368771018145782
9.11494215588723e-06,3.0627144029287905e-06,9.10112374792703e-06,3.040870972050514e-06,-1.3818407960199246e-08,2.7369685767785704e-08,0.9990963244067158,0.0033504108313756995
8.664695688225544e-06,2.9453910549292775e-06,8.61127925373135e-06,2.8906753163620837e-06,-5.341643449419321e-08,6.335336731137505e-08,0.994922336715204,0.005455302570561761
8.608691210613604e-06,2.9723832049755797e-06,8.449546451077948e-06,2.9058273905465e-06,-1.5914475953565648e-07,6.89824355907379e-08,0.9820017572929052,0.0030134748200615295
9.09594339966832e-06,3.004228623504981e-06,9.085823233830845e-06,2.9436092856572397e-06,-1.0120165837475344e-08,6.065809928229574e-08,1.0006413967294583,0.008009487240893893
8.675985522388063e-06,2.9255663656051e-06,8.605861757877288e-06,2.8795809739938647e-06,-7.012376451077648e-08,5.0032095436466934e-08,0.9927484219963688,0.0044611727926397345
8.630634228855729e-06,2.9682056990074427e-06,8.468544643449423e-06,2.857175671479618e-06,-1.6208958540630627e-07,1.16183940006418e-07,0.9832781283979527,0.010134199881392728
9.062200812603648e-06,2.9176328580326466e-06,9.012460912106136e-06,2.894271791773865e-06,-4.973990049751076e-08,2.7068510688518803e-08,0.9946778236081918,0.001467786207944833
8.604064129353238e-06,2.921461236476722e-06,8.55222976782753e-06,2.8344042944981545e-06,-5.1834361525708714e-08,8.706667487585579e-08,0.9963111827762717,0.010439843340287741
8.609579883913769e-06,2.874955151062723e-06,8.491715837479274e-06,2.762152901236407e-06,-1.178640464344947e-07,1.1391730786854184e-07,0.9887952800743021,0.011596310743238416
7.657328656716421e-06,2.6543676830158553e-06,7.714460464344945e-06,2.6464134807668176e-06,5.713180762852415e-08,2.9230679903200273e-08,1.0083827856612788,0.00481850271898694
8.018792752902157e-06,2.722787127456466e-06,7.980951890547266e-06,2.635691670368891e-06,-3.7840862354892204e-08,8.960987381451453e-08,0.9980665198950792,0.012947273594669446
8.349493499170811e-06,2.851162070897406e-06,8.215022388059704e-06,2.7545960284591485e-06,-1.3447111111110933e-07,9.804350824487837e-08,0.9855742694689867,0.007413960688309976
8.573144643449428e-06,2.9643629677235884e-06,9.0017851907131e-06,2.969329276393976e-06,4.28640547263672e-07,6.185429248181246e-09,1.054995093086207,0.021939054866966283
8.155201077943622e-06,2.860200344587764e-06,8.919980116086236e-06,2.9595538354875136e-06,7.647790381426144e-07,1.0583134490086525e-07,1.099881749336892,0.026107338828624344
7.992775290215591e-06,2.8282815787193893e-06,9.349487479270315e-06,3.036976469340457e-06,1.3567121890547246e-06,2.0884683919375155e-07,1.1801950050681722,0.044612660677850365
8.555510414593705e-06,2.9845204219612602e-06,8.991761459369817e-06,2.9911134921293236e-06,4.362510447761109e-07,1.81152970772198e-08,1.0560588971446159,0.021828240980012095
8.112934560530681e-06,2.8825324526279368e-06,8.897245655058044e-06,2.95831878462615e-06,7.843110945273639e-07,8.141603844284823e-08,1.1042484370035648,0.03200252929461898
7.998883814262024e-06,2.814883343020454e-06,9.359251326699833e-06,2.989972158550349e-06,1.360367512437809e-06,1.771204756671105e-07,1.181436872254482,0.04861808149950625
8.511425456053074e-06,2.890265565226936e-06,8.983143731343286e-06,2.88506101665036e-06,4.717182752902114e-07,1.6424624888814782e-08,1.0611765368558048,0.025891240249562106
8.10383850746269e-06,2.827439624929095e-06,8.92098771144279e-06,2.9237758745976057e-06,8.171492039800997e-07,1.0664719838340719e-07,1.108136282523705,0.03276273050671058
7.990896699834167e-06,2.8519273332528217e-06,9.397169402985078e-06,3.009239224457371e-06,1.4062727031509124e-06,1.573465396542158e-07,1.1894803175537436,0.05720764714153291
8.43165512437811e-06,2.8865426368085106e-06,8.902307396351575e-06,2.8919313174779123e-06,4.7065227197346397e-07,2.4566120131724752e-08,1.0611067954883904,0.02317695068304254
8.081342835820897e-06,2.8050911161694295e-06,8.929074660033168e-06,2.8920546444920436e-06,8.47731824212271e-07,8.714496192581104e-08,1.1125497861285358,0.03350478006861947
7.903338905472639e-06,2.789081206370215e-06,9.397625489220562e-06,2.9463458121640125e-06,1.4942865837479229e-06,1.5729326641280586e-07,1.203380790557227,0.06151296749578408
7.556109900497513e-06,2.6283541275363915e-06,8.221844129353232e-06,2.7022889948198856e-06,6.65734228855721e-07,7.393969425019081e-08,1.0943201098361521,0.02706712072657617
7.73065353233831e-06,2.668438963121964e-06,8.662107164179113e-06,2.7841554191503082e-06,9.314536318408014e-07,1.2273543238391623e-07,1.1281197559734182,0.03316313557882378
7.769044378109455e-06,2.70066785014794e-06,9.337466484245441e-06,2.9022467280830215e-06,1.5684221061359884e-06,2.0987478867603888e-07,1.2146835019967581,0.05525697858246818
